elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P04;P05;P06;P07;P0801;P0802;P0803;P0901;P0902;P0903;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p2301;p2302;p2303;p2401;p2402;p2403;p2501;p2502;p2503;p2504;p2505;p2506;p26A01;p26A02;p26A03;p26A04;p26A05;p26A06;p26B01;p26B02;p26B03;p26B04;p26B05;p26B06;p27;p28;p29;p3001;p3002;p3003;p3004;p3005;p3101;p3102;p3103;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p43;p44;wt
796;366;2;1;3;20;2;44;1;2;3;2;2;7;2;8;2;2;9;1;2;3;2;2;3;1;4;2;4;14;5;10;5;2;4;1;3;10;5;3;5;2;0;0;2;1;1;1;1;1;5;12;12;12;12;12;2;1;2;6;3;5;4;6;7;8;6;5;0;3;2;3;3;3;2;2;4;1;4;1;,591995718126295
797;336;2;1;3;82;2;68;5;2;4;2;3;2;7;99;6;99;99;1;2;3;2;1;2;4;3;1;1;12;5;14;4;2;5;1;6;10;5;3;4;1;5;3;2;2;1;2;1;1;5;3;12;3;12;12;6;1;2;7;6;6;6;6;98;6;99;5;0;3;3;4;4;2;2;2;4;2;4;1;1,60316627844524
798;25;2;2;3;20;2;49;1;2;2;2;2;2;99;99;23;2;99;2;2;2;2;2;1;3;4;3;6;12;5;9;8;8;8;8;8;8;3;0;0;0;5;0;1;2;2;1;1;1;12;6;8;12;12;12;2;2;3;7;8;6;4;5;5;2;8;5;5;3;1;4;4;3;1;7;1;2;2;4;3,52963775637748
799;44;2;1;3;20;2;79;5;2;4;2;3;7;2;1;9;99;99;2;2;3;3;3;2;3;3;1;1;1;2;1;5;6;7;3;10;10;8;5;6;5;0;0;2;2;2;2;2;2;8;6;6;4;3;3;2;2;1;8;8;8;11;8;99;99;99;4;8;6;3;5;2;3;1;2;4;2;4;1;1,02212682455538
800;47;2;1;3;20;2;48;1;2;2;2;2;6;10;99;99;99;99;1;1;3;1;1;2;3;2;1;1;12;5;3;7;2;10;9;9;9;5;3;5;5;5;0;2;2;2;2;1;1;5;3;5;5;12;12;3;3;3;5;5;7;0;5;8;7;16;4;0;6;2;3;5;1;7;2;4;2;4;1;,51556025615562
801;339;2;1;3;20;2;39;1;4;3;2;3;7;7;99;16;5;99;1;2;3;3;3;2;1;4;1;1;7;2;7;2;1;4;6;10;10;1;0;0;4;8;9;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;3;2;5;2;2;99;99;99;8;0;5;3;4;3;2;6;5;4;2;4;1;1,60316627844524
802;366;2;1;3;20;2;54;1;3;4;2;2;1;7;21;1;7;21;1;2;3;4;2;2;2;3;2;1;13;5;15;7;6;10;8;8;8;4;4;4;4;4;2;2;1;1;1;1;1;5;12;12;12;12;12;3;3;3;6;3;6;3;4;98;35;16;5;4;2;2;2;5;2;6;2;4;2;4;1;,684568676480529
803;875;2;2;2;73;1;48;1;3;4;3;3;1;2;8;23;2;99;3;3;3;2;1;3;2;2;1;1;2;1;2;7;6;3;4;10;10;1;7;1;4;1;0;2;2;2;2;1;2;2;7;1;1;12;0;3;3;1;3;2;4;1;3;98;9;99;2;7;1;1;1;2;3;6;2;4;1;1;4;,944762393591992
804;25;2;1;3;999;2;41;1;2;2;2;2;99;99;99;2;6;99;2;1;3;1;1;2;1;4;2;1;13;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;1;2;1;1;1;11;12;11;12;12;12;2;2;2;7;7;7;7;7;99;99;99;11;11;6;4;1;5;2;6;2;4;2;4;1;2,36397224815043
805;47;2;1;3;20;1;51;1;3;3;2;2;4;7;9;99;99;99;2;2;3;2;2;2;3;4;1;1;12;5;1;2;6;7;1;3;10;7;0;6;0;1;0;1;1;1;1;1;1;12;12;12;12;12;12;3;2;3;5;4;5;3;4;99;99;99;4;2;3;3;3;4;2;2;2;4;1;4;1;,543280918963283
806;544;2;1;3;20;1;44;1;2;4;3;3;1;2;7;7;99;99;1;2;3;2;2;3;1;2;2;6;12;5;9;8;8;8;8;8;8;3;0;0;0;3;3;2;2;2;2;2;1;11;11;2;2;0;12;3;3;3;6;5;6;0;5;4;99;99;7;0;3;3;2;2;2;7;2;4;1;4;1;2,36397224815043
807;350;2;1;3;45;2;49;2;3;3;2;3;2;1;10;10;6;31;4;3;3;3;1;2;2;3;2;2;13;5;15;2;10;10;10;10;10;11;11;11;11;11;11;2;1;1;1;1;1;3;12;12;12;12;12;3;2;3;4;4;4;2;5;99;99;99;6;5;3;3;3;4;3;2;2;4;2;4;1;1,87607329914896
808;319;2;2;3;46;1;43;1;2;4;2;3;1;99;99;2;99;99;3;2;3;5;1;2;3;4;1;1;1;1;1;7;6;10;3;2;10;10;5;5;1;0;0;2;2;2;1;2;2;8;7;7;12;6;6;2;2;2;5;9;7;2;6;99;99;99;3;5;3;3;2;2;3;2;2;4;1;2;4;,684568676480529
809;47;2;1;3;999;1;55;1;2;4;2;2;1;13;7;13;9;99;2;2;3;1;1;2;3;2;1;1;1;3;1;4;7;5;3;10;10;6;6;6;0;2;0;2;2;2;2;1;2;9;6;8;5;12;7;2;2;2;6;8;8;9;6;6;10;4;6;1;3;3;3;3;3;7;5;4;1;4;1;,543280918963283
810;339;2;1;3;54;2;48;1;4;4;3;4;2;1;7;7;6;1;1;2;2;2;3;3;1;4;3;4;14;5;9;1;7;6;8;8;8;0;0;0;0;0;0;2;2;2;2;1;2;0;0;0;0;12;0;5;3;4;0;0;0;0;0;98;99;99;5;7;2;3;3;4;2;2;2;4;2;4;1;1,87607329914896
811;836;2;1;3;85;1;54;1;5;4;2;4;14;8;8;6;6;6;2;2;3;2;2;2;1;4;5;5;14;5;15;8;8;8;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;1;5;5;5;5;5;99;99;99;11;11;2;4;4;5;3;6;7;2;1;4;1;3,52963775637748
812;352;2;1;3;83;1;68;5;2;3;2;2;1;5;2;6;1;2;2;2;3;2;2;2;3;2;1;1;1;1;3;4;7;5;2;3;10;7;5;7;3;0;0;2;2;2;2;1;1;7;5;7;2;12;12;2;2;1;8;8;8;6;7;99;99;99;3;6;3;3;5;2;3;6;5;4;1;4;1;,969973266311079
813;360;2;2;3;999;1;56;1;2;4;2;2;6;7;1;6;99;99;1;2;3;2;1;2;2;4;1;1;13;5;1;4;5;10;10;10;10;5;5;0;0;0;5;2;1;2;2;1;1;5;12;11;0;12;12;2;2;2;6;10;5;0;4;5;1;99;5;5;3;3;3;2;3;2;2;4;1;2;4;,543280918963283
814;334;2;1;3;20;2;73;5;2;2;1;2;2;13;99;99;99;99;5;2;3;3;2;2;3;2;1;1;12;5;15;2;4;5;10;10;10;5;0;5;0;5;0;2;2;2;2;2;1;5;0;5;5;0;12;6;2;3;11;5;5;5;3;99;99;99;5;0;3;3;4;3;2;7;2;4;2;4;1;1,60316627844524
815;354;2;2;3;84;2;61;3;3;2;2;2;98;10;99;2;1;99;1;2;1;4;2;2;3;4;3;4;14;5;9;3;4;10;6;10;10;5;5;9;9;0;7;1;1;1;1;1;1;12;12;12;12;12;12;1;2;3;5;9;9;10;5;8;99;99;5;10;4;3;4;2;3;1;7;1;2;2;4;3,52963775637748
816;333;2;1;3;20;2;37;1;2;3;2;2;5;7;5;9;99;99;1;2;3;3;2;1;3;3;5;6;12;5;14;6;5;10;3;10;10;5;4;2;8;4;6;2;1;2;2;2;2;6;12;5;4;5;7;4;2;3;3;2;3;2;2;99;99;99;5;10;5;1;4;4;2;1;7;2;2;4;1;3,52963775637748
817;358;2;1;3;20;2;70;5;2;4;2;3;4;10;26;8;10;9;5;2;3;4;2;3;2;3;1;1;11;5;1;2;7;10;1;3;10;6;0;5;3;6;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;3;6;5;6;4;3;99;99;99;5;3;3;3;3;2;3;2;2;4;2;4;1;,543280918963283
818;348;2;1;3;82;1;70;5;2;4;2;2;2;6;14;2;9;99;2;2;3;3;1;2;3;4;2;2;1;1;1;4;2;10;3;7;10;10;2;7;4;4;5;2;1;1;2;1;1;5;12;12;5;12;12;3;2;3;8;8;8;6;5;99;99;99;5;0;5;3;3;2;3;4;5;4;1;4;1;,543280918963283
819;334;2;1;3;20;2;94;5;2;2;1;2;2;99;99;99;99;99;5;2;3;2;2;2;4;3;1;6;13;5;15;2;10;10;1;10;10;4;0;4;0;5;11;2;1;1;1;1;1;6;12;12;12;12;12;2;2;3;7;11;5;5;5;99;99;99;6;6;3;2;4;5;2;1;5;4;2;4;1;,969973266311079
820;355;2;1;3;20;1;45;2;2;2;2;3;11;21;1;1;11;4;1;3;2;3;1;2;3;3;1;1;3;1;3;7;6;10;5;10;10;5;0;8;10;0;0;2;1;2;1;1;2;6;12;4;12;12;2;2;2;1;5;8;6;2;6;9;1;8;3;10;3;3;3;2;3;7;7;1;1;4;1;,51556025615562
821;648;2;1;3;13;2;51;1;2;3;2;3;2;10;10;7;99;99;2;2;3;1;3;2;2;3;1;1;1;2;1;7;10;10;2;10;10;7;6;5;5;4;0;2;1;1;1;1;1;6;12;12;12;12;12;3;2;3;6;6;7;5;6;11;1;99;5;6;3;2;3;5;2;2;2;4;2;4;1;,543280918963283
822;359;2;1;3;20;2;79;5;4;4;2;4;5;1;21;21;5;99;2;2;3;2;2;2;1;2;1;1;6;1;6;2;5;4;1;7;10;6;0;0;0;10;6;2;1;2;1;1;1;5;12;0;12;12;12;5;3;2;5;5;0;0;5;4;5;98;5;0;3;3;5;4;2;2;5;4;1;4;1;1,60316627844524
823;836;2;2;3;999;1;75;5;2;3;2;2;19;1;8;31;1;14;2;2;2;3;2;2;2;3;1;1;1;2;1;6;7;10;3;2;4;8;7;7;5;3;0;2;2;2;2;1;2;7;7;6;5;12;6;2;2;2;7;6;6;5;7;99;99;99;4;5;1;2;3;3;3;2;2;4;1;2;4;,543280918963283
824;348;2;1;3;78;2;65;3;2;3;2;5;8;26;26;31;31;99;1;2;3;3;1;2;3;2;1;2;12;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;1;1;1;1;1;11;12;12;12;12;12;6;2;2;11;6;6;5;7;99;99;99;7;11;6;2;4;2;2;1;2;4;2;4;1;1,02212682455538
825;355;2;1;3;902;2;59;5;2;3;2;2;1;2;8;8;98;98;1;2;2;3;2;1;3;1;1;1;13;5;4;7;6;2;4;5;3;6;5;7;8;0;0;2;2;2;2;1;1;7;5;8;0;12;12;2;2;2;7;8;7;4;6;6;9;99;4;5;3;3;4;5;3;7;2;4;2;4;1;,801583139222621
826;334;2;2;3;43;1;31;1;2;3;3;3;6;98;2;6;98;99;3;4;2;2;2;3;2;2;1;1;13;5;2;6;7;10;1;2;3;7;8;6;5;0;2;2;2;1;1;2;2;5;5;12;12;5;6;3;2;3;5;4;4;4;4;11;99;99;5;7;3;2;1;2;2;2;2;4;1;2;4;,944762393591992
827;352;2;1;3;89;2;70;5;2;3;2;2;2;8;13;10;13;8;2;2;3;3;2;2;3;2;2;2;4;3;4;7;6;1;9;9;9;5;7;7;8;0;0;2;2;2;1;1;1;6;6;6;12;12;12;2;2;2;6;7;5;5;5;99;99;99;8;5;6;2;4;5;2;6;5;4;2;4;1;,801583139222621
828;351;2;1;3;78;1;84;5;1;4;2;2;4;99;99;99;99;99;1;2;3;3;2;2;3;2;1;1;1;1;1;7;6;4;3;2;10;10;5;5;2;2;0;2;2;1;2;1;1;8;4;12;4;12;12;2;2;2;7;10;10;5;5;98;99;99;5;10;1;2;5;2;2;2;2;4;2;4;1;1,02212682455538
829;335;2;1;3;20;1;46;2;3;4;3;3;4;8;99;2;6;9;4;3;3;4;2;3;1;2;1;1;6;2;6;2;3;5;8;8;8;1;0;4;3;7;5;2;2;1;2;1;1;3;0;12;7;12;12;3;3;1;5;0;5;4;5;4;99;99;5;0;4;3;4;2;3;2;2;4;1;4;1;1,60316627844524
830;648;2;1;3;901;1;60;5;2;4;2;2;1;2;99;9;99;99;5;2;3;2;2;2;2;3;2;2;1;2;9;7;10;10;3;10;10;8;4;6;4;4;2;2;2;2;2;1;1;8;5;6;11;12;12;2;2;3;7;7;7;5;4;7;8;13;5;5;3;3;4;4;2;2;2;4;1;4;1;3,52963775637748
831;836;2;2;3;36;1;32;2;2;2;2;2;1;99;99;99;99;99;2;2;2;2;2;2;3;3;5;5;14;5;9;7;6;10;2;3;1;10;10;8;5;2;0;1;1;2;1;2;1;12;12;10;12;5;12;3;2;1;10;10;10;10;10;1;8;99;10;5;2;4;3;2;3;3;7;2;1;2;4;1,87607329914896
832;334;2;1;3;54;1;72;5;2;3;2;2;2;99;99;99;99;99;5;2;3;3;1;2;3;3;1;1;13;5;3;7;10;10;5;3;10;6;0;7;7;0;0;2;2;2;2;1;1;7;6;7;0;12;12;2;1;2;7;8;7;7;7;99;99;99;3;3;3;3;4;2;2;2;2;4;1;4;1;,969973266311079
833;355;2;1;3;46;2;46;1;2;3;2;2;2;5;1;1;2;99;1;2;3;1;1;1;2;3;1;1;2;3;2;7;6;5;4;1;10;5;10;5;6;0;0;2;2;2;2;1;1;6;8;4;4;12;12;2;2;2;6;6;5;6;6;5;99;99;1;0;1;1;1;4;2;6;2;4;2;4;1;,944762393591992
834;836;2;1;3;13;2;42;1;3;3;3;4;2;8;4;23;6;22;3;3;2;2;2;2;2;2;2;1;12;5;15;10;10;10;10;10;10;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;4;2;1;5;5;5;5;5;99;99;99;11;11;6;2;1;5;2;6;2;4;2;4;1;,944762393591992
835;648;2;1;3;20;2;67;5;2;2;2;3;6;2;7;2;99;99;2;2;3;2;2;2;3;2;1;1;1;1;1;7;10;10;5;10;10;10;4;6;8;3;0;2;2;2;2;1;1;8;6;6;4;12;12;2;2;2;9;10;10;8;8;8;9;99;4;5;3;3;1;5;1;2;2;4;2;4;1;,684568676480529
836;351;2;1;3;34;1;72;5;2;4;2;2;7;10;8;6;6;10;5;2;3;3;2;2;3;2;1;1;12;5;14;6;7;10;2;5;1;8;7;7;6;0;0;2;2;2;1;1;1;7;7;7;12;12;12;2;2;3;7;6;7;5;6;8;6;98;3;6;3;2;3;3;2;2;3;4;1;4;1;,543280918963283
837;360;2;2;3;20;2;42;1;3;3;3;3;2;10;1;6;23;99;1;2;2;1;4;2;2;3;1;2;12;5;14;6;10;10;1;7;10;7;7;4;5;1;7;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;5;4;4;3;5;9;2;10;7;7;2;2;4;2;2;2;2;4;2;2;4;1,60316627844524
838;352;2;2;3;1;2;37;2;5;4;2;3;99;99;99;23;99;99;4;4;2;2;2;2;3;4;1;2;12;5;2;6;7;10;2;4;10;4;6;4;4;0;0;1;1;1;1;1;1;12;12;12;12;12;12;6;4;3;5;4;5;3;4;99;99;99;2;4;3;1;4;3;3;6;5;4;2;2;4;1,41062105015695
839;354;2;1;3;17;2;37;6;1;1;1;2;16;16;99;16;16;99;1;1;3;1;1;2;3;1;5;5;14;5;12;7;6;10;2;10;10;11;10;7;11;0;0;2;1;2;1;2;1;5;12;5;12;5;12;3;2;3;5;10;0;0;0;99;99;99;3;7;6;2;4;4;1;6;7;2;2;4;1;3,52963775637748
840;348;2;2;3;20;2;69;5;3;4;2;3;1;2;2;1;14;99;4;4;1;3;2;2;2;4;1;1;12;5;4;7;6;2;4;1;10;8;0;3;0;0;0;2;1;1;1;1;1;3;12;12;12;12;12;3;3;3;3;3;3;0;2;99;99;99;5;5;6;3;3;3;3;7;7;1;2;2;4;,426057524409238
841;358;2;1;3;36;2;55;6;2;2;2;3;8;2;99;99;99;99;5;2;3;2;1;2;3;2;1;1;1;1;1;6;7;3;2;5;4;10;6;4;5;0;0;2;1;1;1;1;1;8;12;12;12;12;12;2;2;2;10;10;10;10;6;9;9;99;2;10;1;1;3;4;2;2;2;4;2;4;1;,543280918963283
842;334;2;1;3;20;2;78;5;2;4;2;3;1;26;9;6;99;99;5;2;3;3;2;3;4;2;1;1;1;1;1;7;6;4;2;10;10;7;5;4;2;0;0;2;2;1;2;2;2;6;5;12;3;2;3;3;2;3;6;6;6;3;3;1;2;99;5;8;1;2;4;4;3;2;2;4;2;4;1;1,02212682455538
843;360;2;2;3;20;1;70;5;5;5;2;2;2;99;99;34;99;99;5;2;3;2;2;2;4;4;1;2;12;5;15;2;10;10;3;6;10;2;1;2;1;2;0;2;1;1;1;1;1;11;12;12;12;12;12;2;2;2;4;4;4;3;3;9;99;99;5;3;4;3;4;2;3;1;5;4;2;2;4;,969973266311079
844;352;2;1;3;44;2;58;1;4;4;3;3;98;4;16;16;9;13;2;2;3;2;1;3;1;3;1;1;13;5;15;2;4;10;6;10;10;4;0;4;2;8;6;2;1;1;1;1;1;6;12;12;12;12;12;4;3;1;5;3;4;2;5;35;16;98;7;0;3;3;5;5;2;1;2;4;2;4;1;1,60316627844524
845;333;2;2;1;999;1;45;5;2;4;2;3;29;15;8;4;99;99;2;3;3;2;1;3;3;1;1;1;2;1;2;6;7;10;4;10;10;3;7;4;4;0;0;2;2;2;2;1;2;2;6;3;0;12;5;4;3;2;4;1;4;1;3;98;98;99;3;8;1;1;1;3;2;6;2;4;1;2;4;,944762393591992
846;648;2;1;3;999;2;65;1;2;4;2;3;2;7;8;31;4;28;4;3;2;4;3;2;3;2;1;1;1;2;1;7;5;6;3;2;10;5;4;3;0;0;0;2;1;2;2;1;1;6;12;4;11;12;12;2;2;3;6;6;6;5;5;99;99;99;4;10;1;2;2;3;2;2;2;4;2;4;1;,684568676480529
847;348;2;1;3;20;1;57;2;2;2;2;3;2;1;7;2;7;99;3;2;2;2;2;1;3;2;1;1;2;2;2;6;7;10;1;4;10;7;9;4;5;2;1;2;2;2;2;2;2;6;9;4;2;4;1;2;2;2;6;5;6;5;6;1;7;99;3;10;2;2;1;2;2;2;2;4;1;4;1;,944762393591992
848;355;2;2;3;999;1;36;1;3;4;2;3;4;21;21;4;10;7;2;2;3;2;1;3;1;2;1;1;2;3;2;1;3;7;6;10;10;0;6;0;2;4;2;2;2;2;2;2;1;4;11;0;5;2;12;4;3;4;6;1;7;1;0;12;4;11;7;8;2;2;3;5;2;6;2;4;1;2;4;,749773396047587
849;359;2;2;3;82;1;65;5;2;3;1;2;1;99;99;26;99;99;2;2;3;2;1;2;4;2;1;1;3;1;3;7;6;10;1;10;10;6;11;8;11;11;11;1;1;2;1;1;1;12;12;5;12;12;12;2;1;5;11;8;8;11;7;25;99;99;5;11;5;3;5;2;1;8;5;4;1;2;4;,969973266311079
850;647;2;2;1;16;2;76;5;2;3;2;2;2;11;7;9;14;10;1;2;3;2;2;2;3;1;1;1;12;5;1;6;7;10;1;2;10;8;7;5;5;1;0;2;2;2;2;2;2;8;8;4;0;3;6;2;2;2;8;8;7;7;7;8;6;13;5;10;1;1;2;4;2;1;2;4;2;1;4;,684568676480529
851;334;2;1;3;13;2;47;1;3;4;3;4;8;2;13;8;99;99;1;2;3;2;3;4;2;4;2;2;2;1;2;7;6;10;1;10;10;5;11;4;4;0;0;2;2;2;2;2;2;5;5;5;5;5;5;3;2;3;4;5;6;0;5;99;99;99;3;2;1;1;2;4;1;7;2;4;2;4;1;,944762393591992
852;836;2;1;3;27;2;51;1;2;3;2;3;8;2;1;8;99;99;1;2;3;2;1;2;2;2;1;1;1;2;1;7;2;5;4;3;10;8;0;7;5;5;0;2;2;2;2;1;1;8;5;5;3;12;12;3;2;2;7;6;8;6;7;8;4;13;5;6;3;2;2;5;2;2;2;4;2;4;1;,684568676480529
853;348;2;1;3;43;1;53;1;2;3;2;3;2;9;99;9;9;99;2;2;3;2;1;2;1;4;1;1;1;2;1;7;6;10;5;2;10;6;4;4;5;0;0;2;2;2;1;1;1;6;4;4;12;12;12;2;2;2;7;7;7;5;7;2;6;9;3;8;1;2;4;4;2;6;2;4;1;4;1;1,02212682455538
854;351;2;1;3;78;2;77;5;4;4;3;3;2;11;11;8;9;99;2;2;3;4;1;3;1;4;1;1;13;5;15;2;10;10;10;10;10;0;0;0;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;3;2;2;8;8;9;7;8;2;99;99;9;5;3;3;5;2;2;2;2;4;2;4;1;1,02212682455538
855;355;2;1;3;20;2;61;1;2;2;2;2;2;1;10;2;10;99;2;2;3;2;2;3;3;3;1;2;4;2;4;7;6;5;3;10;10;5;7;4;0;0;0;2;2;2;2;2;2;5;5;4;4;5;5;2;2;2;5;5;4;3;4;98;99;99;7;7;2;2;2;2;2;6;5;4;2;4;1;,536859708134006
856;334;2;1;3;999;1;63;5;4;4;4;4;1;2;99;8;9;99;1;2;3;2;2;2;2;3;1;1;12;5;1;5;7;10;1;2;10;8;5;4;2;3;2;2;2;2;2;2;2;9;7;6;5;4;4;3;2;1;6;3;8;5;6;2;1;99;5;6;3;1;2;2;2;1;2;4;1;4;1;,684568676480529
857;333;2;2;3;20;2;44;3;4;4;2;4;7;10;2;6;13;1;2;2;2;2;2;2;3;1;1;1;6;2;1;2;3;4;7;1;10;5;0;0;0;8;6;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;2;0;3;3;1;98;99;99;5;5;5;1;4;3;1;1;7;1;2;2;4;1,02212682455538
858;109;2;2;1;999;2;63;5;3;3;4;4;16;8;11;16;8;10;2;2;3;2;1;3;3;1;1;1;2;2;2;8;8;8;8;8;8;0;6;0;0;0;0;2;2;1;2;2;2;5;10;12;5;5;0;3;3;3;5;2;5;2;3;8;9;6;1;9;1;1;1;5;3;6;2;4;2;1;4;,944762393591992
859;352;2;1;3;999;2;67;5;2;4;2;2;1;2;2;98;9;99;5;2;3;2;2;3;2;3;1;1;12;5;1;6;7;10;1;2;4;7;5;5;6;0;0;2;1;1;1;1;1;6;12;12;12;12;12;2;2;3;6;7;6;4;5;99;99;99;5;8;3;2;4;2;2;2;2;4;2;4;1;1,02212682455538
860;648;2;2;3;20;2;64;1;2;4;2;2;1;6;2;2;99;99;2;3;2;3;2;2;2;3;1;1;2;2;2;7;10;10;3;10;10;3;10;5;7;0;0;2;1;1;1;1;1;0;12;12;12;12;12;4;3;1;6;5;5;0;1;13;8;99;0;5;2;2;5;5;3;7;2;4;2;2;4;1,41062105015695
861;348;2;1;3;20;1;55;2;2;4;2;4;18;6;98;6;18;99;4;2;3;5;2;1;3;4;1;1;12;5;8;7;4;6;1;10;10;5;1;0;1;0;0;2;2;2;2;1;1;5;0;5;0;12;12;3;3;3;3;3;7;1;2;4;98;99;10;10;1;2;1;3;1;7;2;4;1;4;1;,745952436564862
862;360;2;2;3;13;2;45;3;2;4;3;3;16;2;8;8;10;16;3;2;3;2;2;3;3;2;1;1;6;2;6;2;1;4;3;5;10;6;0;7;6;7;4;2;1;1;1;1;1;7;12;12;12;12;12;2;3;1;5;6;5;4;5;16;9;99;5;0;5;3;4;4;3;2;2;4;2;2;4;1,60316627844524
863;335;2;1;3;78;1;34;1;3;4;3;4;1;2;99;2;6;8;4;3;2;2;2;2;1;2;1;1;10;5;10;6;3;1;8;8;8;0;3;0;1;0;3;2;1;1;1;1;1;1;12;12;12;12;12;4;3;3;3;0;2;2;1;5;4;99;3;0;3;3;2;3;3;7;2;4;1;4;1;,745952436564862
864;352;2;2;3;999;2;63;3;2;4;2;3;10;1;2;2;98;2;4;2;3;1;2;1;3;1;1;1;13;5;15;7;6;10;10;10;10;8;7;8;0;0;0;2;2;1;1;1;2;11;3;12;12;12;5;5;2;3;8;5;5;5;5;98;6;6;4;11;3;1;1;3;2;2;2;4;2;2;4;,684568676480529
865;16;2;2;1;20;2;45;1;3;4;3;3;8;13;7;10;10;7;2;3;2;3;3;3;3;1;2;1;2;2;2;7;6;3;1;5;10;5;6;0;5;0;0;2;2;2;2;2;2;4;5;0;0;2;3;4;2;2;5;4;4;0;5;35;98;99;4;10;1;1;1;5;2;7;2;4;2;2;4;,944762393591992
866;390;2;2;3;44;2;64;2;2;4;3;3;1;8;99;1;2;99;3;4;1;3;2;1;3;4;1;1;12;5;1;3;6;10;1;10;10;8;6;0;0;0;0;2;1;1;1;2;1;8;12;12;12;11;12;2;2;2;6;6;6;8;6;99;99;99;0;5;3;2;5;2;3;2;5;4;2;2;4;1,02212682455538
867;351;2;1;3;69;2;69;5;2;4;2;5;1;2;8;99;99;99;5;2;3;2;1;2;3;4;3;4;14;5;9;4;6;2;1;10;10;7;5;4;0;2;0;2;1;1;1;1;1;6;12;12;12;12;12;2;2;2;6;8;6;8;6;13;2;5;4;5;3;3;2;2;1;5;2;4;2;4;1;2,36397224815043
868;648;2;2;3;20;1;64;1;2;3;2;2;2;7;8;99;99;99;1;2;3;2;2;1;2;4;1;1;12;5;3;6;2;5;1;3;10;6;0;6;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;6;8;6;5;6;9;99;99;5;0;3;3;4;2;3;6;2;4;1;2;4;,969973266311079
869;360;2;1;3;13;1;35;1;4;4;3;3;5;99;99;5;99;99;2;2;2;2;2;2;1;4;3;1;10;5;9;2;6;10;8;8;8;0;0;2;0;0;2;1;1;1;1;1;2;12;12;12;12;12;2;3;3;3;7;5;5;7;3;5;99;99;5;0;3;3;1;4;3;6;2;4;2;4;1;2,36397224815043
870;836;2;1;3;13;2;47;1;3;3;2;3;2;1;4;8;8;1;2;2;2;2;2;3;3;3;1;1;12;5;3;7;6;4;3;1;2;5;7;6;5;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;2;4;5;3;4;1;30;12;5;4;3;3;3;3;2;2;2;4;2;4;1;,51556025615562
871;355;2;1;3;13;1;32;1;3;4;2;2;5;6;31;6;99;99;2;2;3;1;1;2;3;3;2;2;2;1;2;1;7;10;5;4;10;1;8;5;5;2;0;2;2;2;2;1;2;5;6;5;3;12;0;2;3;3;5;4;5;3;4;6;99;99;4;4;3;3;3;2;3;6;2;4;1;4;1;,749773396047587
872;509;2;1;3;999;2;41;1;3;4;2;3;2;8;13;8;13;99;2;2;3;2;2;2;2;4;1;1;12;5;14;7;6;10;1;2;10;6;6;4;1;0;0;2;2;2;1;1;1;5;6;4;12;12;12;4;3;1;4;4;5;5;5;5;13;99;5;6;2;1;1;2;2;8;2;4;2;4;1;,944762393591992
873;351;2;1;3;78;1;68;5;3;4;3;2;1;8;13;8;14;9;2;2;3;2;2;2;3;1;1;1;2;1;2;7;6;1;4;3;10;5;10;5;5;0;0;2;2;2;2;2;1;4;10;4;0;5;12;4;3;1;2;2;2;0;1;8;9;99;3;10;1;1;4;3;2;6;2;4;1;4;1;1,41062105015695
874;648;2;1;3;20;2;43;1;2;3;2;2;1;7;9;7;1;99;2;2;3;1;2;2;4;3;5;5;14;5;12;2;7;10;5;3;10;3;0;9;9;2;0;2;2;2;1;1;1;6;3;6;12;12;12;3;3;3;6;6;6;3;4;99;99;99;4;5;3;3;3;4;2;2;7;2;2;4;1;1,87607329914896
875;354;2;2;3;82;1;35;6;3;4;2;4;10;10;23;1;1;1;1;4;3;2;1;2;2;4;3;4;14;5;9;7;6;5;8;8;8;3;2;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;2;3;5;5;4;5;4;99;99;99;5;4;1;3;1;3;1;6;2;4;1;2;4;2,36397224815043
876;359;2;1;3;999;1;55;5;2;3;2;3;7;5;2;99;99;99;2;2;3;3;3;2;2;3;1;1;1;2;1;7;2;10;4;5;10;7;2;3;5;3;1;2;2;2;2;1;1;8;5;7;4;12;12;3;2;2;5;5;5;5;4;99;99;99;5;5;3;2;2;5;3;1;2;4;1;4;1;,684568676480529
