elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P0401;P0402;P0403;P0404;P0405;P0406;P05;P0601;P0602;P0603;P0701;P0702;P0703;P08;P09;P10;P11;P1201;P1202;P1203;P1204;P1301;P1302;P1401;P1402;P1403;P1501;P1502;P16;P1701;P1702;P1703;P18;P19;P20;P21;P22;P2301;P2302;P2303;P2401;P2402;P2403;P2501;P2502;P2503;P2504;P2505;P2506;P26A01;P26A02;P26A03;P26A04;P26A05;P26A06;P26B01;P26B02;P26B03;P26B04;P26B05;P26B06;P27;P28;P29;P30;P31;P32;P33;P34;P35;wt;udatam
1372;720;2;1;3;84;2;56;1;8;8;7;8;7;5;4;1;5;99;1;99;99;2;3;2;2;6;4;4;4;9;10;9;10;8;2;2;2;1;1;1;1;1;3;1;3;2;4;7;1;10;10;7;0;7;4;2;0;2;2;2;2;1;1;6;0;6;0;12;12;7;6;3;3;3;2;1;2;4;,803148068758848;2
1373;52;2;1;3;78;2;51;1;7;7;6;6;5;4;4;1;2;7;6;7;99;2;2;2;1;7;6;1;1;7;8;9;8;8;2;2;3;2;2;2;2;3;14;5;9;7;2;10;1;3;10;6;2;6;5;3;0;2;1;1;1;1;1;7;12;12;12;12;12;4;5;3;3;3;5;2;2;4;2,15073714321118;2
1374;712;2;2;3;2;2;44;1;10;10;3;2;1;1;0;99;99;99;31;99;99;2;3;1;1;5;5;0;0;10;11;10;0;10;4;4;4;1;1;1;1;1;13;5;15;10;10;10;10;10;10;0;0;0;0;0;0;2;2;2;2;1;1;0;0;0;0;12;12;5;0;3;3;1;4;2;2;4;,874827065593637;1
1375;716;2;2;3;27;2;49;1;8;8;6;6;4;4;3;2;1;7;7;6;2;2;2;1;1;6;4;0;0;9;9;10;10;10;2;3;3;3;2;3;2;1;1;2;1;7;5;10;3;2;10;6;4;5;0;4;0;2;2;2;2;2;1;5;2;3;2;2;12;5;7;2;2;1;4;2;2;4;,574370201074409;2
1376;728;2;2;3;20;1;27;6;8;9;3;2;3;2;3;7;99;99;99;99;99;3;3;4;2;8;8;8;8;4;3;8;4;5;3;3;3;3;3;3;2;2;8;3;9;6;5;1;2;7;10;3;4;4;4;4;4;1;1;1;1;1;1;12;12;12;12;12;12;6;6;2;1;1;3;2;2;4;2,00929356111465;3
1377;715;2;1;3;13;2;51;1;7;8;6;7;4;5;5;2;5;7;5;7;99;2;2;2;2;9;5;0;0;10;10;10;10;10;2;4;3;2;2;3;1;2;10;5;14;7;6;2;1;4;3;5;4;4;0;0;0;2;1;1;1;1;1;5;12;12;12;12;12;3;6;2;3;1;5;2;2;4;,574370201074409;2
1378;720;2;2;3;15;2;22;1;6;10;5;7;0;4;4;1;2;99;9;18;7;3;3;1;1;5;5;2;3;10;10;10;9;7;3;4;4;2;2;2;1;1;12;5;14;6;7;10;10;10;10;6;7;5;7;0;0;2;1;1;1;1;2;8;12;12;12;12;7;11;6;2;3;2;3;3;2;4;,874827065593637;2
1379;716;2;2;3;44;1;29;1;6;6;4;3;3;2;5;6;30;10;6;21;10;2;3;3;2;7;5;5;2;10;10;9;9;9;2;4;2;1;1;1;1;1;12;5;15;10;10;10;9;9;9;2;2;2;2;2;2;2;2;2;2;1;1;2;0;4;3;12;12;5;5;3;3;1;5;3;2;4;1,34358495978004;2
1380;714;2;2;1;17;2;31;1;7;6;6;5;5;3;3;1;6;13;23;1;6;1;2;3;1;2;5;0;6;10;10;10;8;10;3;3;2;3;2;1;1;1;2;2;2;6;7;3;8;8;8;1;5;1;3;0;0;2;2;2;1;2;1;3;4;2;12;3;12;2;8;1;1;1;5;3;2;4;,874827065593637;2
1381;52;2;1;3;20;2;35;1;7;8;7;7;4;3;5;7;2;1;1;2;7;3;3;2;1;5;4;2;3;9;6;9;8;7;2;3;3;1;2;2;2;4;14;5;9;7;6;10;9;9;9;6;5;7;6;0;0;2;1;1;1;1;1;6;12;12;12;12;12;4;5;3;3;4;2;3;2;4;3,29869175045675;3
1382;728;2;2;3;2;2;52;1;8;8;7;7;6;6;4;2;1;8;2;8;6;2;2;4;1;7;6;3;3;9;8;9;8;9;1;2;2;2;2;3;1;1;13;5;15;7;10;10;1;3;10;7;6;7;6;6;3;2;2;2;2;1;1;8;8;7;6;12;12;5;5;3;3;3;4;2;2;4;,614802808962925;1
1383;715;2;1;3;13;1;55;1;4;4;6;6;4;4;2;2;6;1;14;19;1;2;2;2;1;8;5;0;5;8;11;9;10;10;2;5;2;1;1;2;1;1;1;2;1;7;6;3;2;10;10;8;8;4;6;0;0;2;2;2;2;1;1;8;8;5;0;12;12;5;10;1;1;2;3;3;2;4;,574370201074409;2
1384;712;2;2;3;13;2;68;5;8;8;8;8;5;4;2;1;2;6;6;99;99;1;1;2;1;5;0;0;0;10;7;8;8;9;1;4;1;2;1;4;1;1;1;3;1;6;7;4;5;2;10;10;7;5;3;0;0;2;1;1;1;1;1;8;12;12;12;12;12;4;7;1;3;4;2;2;2;4;,942953424357403;2
1385;727;2;2;3;82;2;64;2;10;11;6;11;4;11;5;99;99;99;99;99;99;1;1;3;1;0;0;0;0;6;6;7;7;6;2;3;4;3;3;3;1;1;11;5;1;6;5;4;1;2;7;6;4;4;0;0;0;1;2;2;2;2;2;12;5;5;5;6;5;5;8;3;1;4;2;3;2;4;,942953424357403;2
1386;721;2;1;3;20;2;48;2;8;7;7;6;6;4;7;7;2;1;2;1;7;2;5;2;2;7;7;6;5;10;10;10;8;8;5;1;2;2;2;5;1;1;13;5;15;2;10;10;10;10;10;11;11;11;11;11;11;2;1;1;1;1;1;11;12;12;12;12;12;3;11;3;4;3;5;2;2;4;,936410239036902;3
1387;716;2;2;3;96;2;60;1;7;7;6;6;6;6;3;1;19;2;6;28;6;2;2;2;1;4;6;2;3;10;10;10;10;10;3;2;2;3;2;1;1;1;12;5;1;7;6;10;4;10;10;4;3;3;5;0;0;2;1;2;2;1;2;4;12;4;3;12;0;2;6;2;2;2;5;2;2;4;,574370201074409;1
1388;728;2;2;3;20;1;59;1;6;7;6;7;6;7;5;1;7;2;2;1;7;2;3;1;1;6;5;3;3;7;7;8;8;6;1;1;2;3;1;1;2;1;12;5;1;7;1;10;10;10;10;7;2;4;2;4;2;2;2;2;2;1;2;7;4;5;4;12;2;5;5;2;2;3;5;2;2;4;,614802808962925;3
1389;725;2;2;3;20;1;29;1;8;9;8;8;7;2;0;1;2;7;6;9;99;3;1;1;1;5;0;0;0;10;10;10;10;10;1;3;2;1;1;1;1;1;12;5;1;7;6;10;2;1;4;7;7;2;5;0;0;2;2;2;2;1;1;7;5;2;0;12;12;2;10;1;1;1;3;3;2;4;,574370201074409;3
1390;715;2;1;1;20;2;66;5;8;6;5;5;4;4;0;7;1;2;7;98;18;4;2;1;4;2;1;0;0;10;5;8;8;8;3;3;2;1;1;1;1;1;2;1;2;7;6;3;1;10;10;5;7;0;3;0;0;2;2;2;2;2;2;4;7;0;0;4;0;0;9;1;1;1;4;2;2;4;,874827065593637;3
1391;7542;2;2;3;90;2;29;1;5;5;6;6;4;4;3;7;1;2;7;1;99;2;3;2;2;7;5;2;2;7;9;9;9;7;2;2;4;2;2;2;1;1;12;5;1;6;7;4;3;1;10;5;4;5;3;0;0;2;1;1;1;1;1;5;12;12;12;12;12;4;6;2;2;3;3;3;2;4;,614802808962925;1
1392;720;2;1;3;13;2;34;1;7;8;8;7;7;6;4;1;2;8;1;2;8;1;3;2;2;5;5;1;2;8;8;9;10;7;1;1;1;3;1;1;1;1;12;5;1;7;6;10;1;3;10;6;6;6;5;0;0;2;2;2;2;2;2;6;4;5;0;3;0;4;4;3;3;3;5;2;2;4;,614802808962925;2
1393;714;2;2;3;54;2;26;1;7;8;6;6;6;7;5;1;99;99;1;99;99;2;2;2;1;7;5;0;2;7;5;10;9;8;2;2;2;3;2;1;1;1;2;1;2;6;7;10;5;4;10;6;10;6;8;0;0;2;1;1;1;1;1;6;12;12;12;12;12;2;8;2;1;2;5;3;2;4;,874827065593637;2
1394;718;2;1;3;20;2;81;5;7;5;5;3;5;4;5;2;8;13;8;99;99;1;2;1;4;3;5;0;3;10;11;10;5;3;3;4;2;2;2;3;1;1;2;1;2;6;7;1;8;8;8;4;10;4;5;0;0;2;2;2;2;2;2;4;10;4;0;4;0;7;10;1;1;1;2;2;2;4;,874827065593637;3
1395;712;2;2;3;44;1;43;1;10;10;5;4;5;4;0;13;2;8;2;23;99;2;1;2;3;5;5;5;5;0;0;5;5;5;3;3;4;3;3;3;3;4;14;5;9;2;10;10;6;10;10;0;0;0;0;5;0;1;1;1;1;1;1;12;12;12;12;12;12;5;0;4;3;3;2;2;5;4;2,15073714321118;2
1396;726;2;2;3;20;1;44;1;6;6;6;6;5;4;4;4;2;98;2;8;11;2;3;2;1;7;6;4;4;8;8;10;8;8;3;4;2;1;1;1;1;1;2;1;2;7;6;10;4;10;10;4;8;4;5;0;0;2;2;2;1;1;1;4;6;4;12;12;12;1;7;1;2;3;4;3;2;4;,936410239036902;3
1397;715;2;1;3;44;1;79;5;7;6;7;5;6;4;6;19;5;7;8;9;99;2;2;1;3;5;0;0;0;10;10;10;10;10;2;3;1;1;1;1;1;1;12;5;1;4;2;7;1;3;6;4;0;3;0;3;0;2;2;2;2;2;1;5;0;2;2;1;12;5;0;6;2;5;5;2;5;4;,942953424357403;2
1398;728;2;2;3;69;1;57;5;5;5;4;4;4;4;5;1;99;99;31;99;99;2;2;1;1;2;1;0;0;8;8;9;8;9;2;2;2;2;2;2;2;1;2;2;15;7;6;3;1;4;10;4;4;1;1;0;0;2;2;2;2;2;1;5;5;1;0;2;12;4;10;1;1;1;5;2;2;4;,874827065593637;2
1399;714;2;2;3;44;2;28;1;7;8;7;7;6;6;6;14;2;6;6;99;99;1;2;2;2;6;5;4;5;6;7;7;7;6;2;3;3;2;2;1;1;1;1;2;1;7;6;2;8;8;8;9;3;4;3;2;0;2;2;1;1;1;1;10;7;12;12;12;12;5;8;2;1;2;2;2;2;4;,574370201074409;2
1400;716;2;1;3;20;2;54;1;6;6;7;7;4;3;5;2;8;99;8;1;99;2;2;2;2;8;8;0;0;9;10;7;8;9;2;3;4;2;2;3;2;1;12;5;3;6;7;10;9;9;9;5;5;7;6;0;0;2;1;1;1;1;1;6;12;12;12;12;12;3;4;2;2;4;5;2;2;4;1,2318278489646;3
1401;727;2;2;3;78;2;38;1;3;11;0;0;0;0;0;2;1;8;2;1;99;4;3;1;1;1;0;0;0;10;8;10;10;10;3;4;4;4;4;4;1;1;11;5;10;6;3;7;9;9;9;5;3;5;0;0;0;2;1;1;1;1;1;5;12;12;12;12;12;5;10;3;2;2;4;3;2;4;,506117516704392;2
1402;720;2;1;3;17;2;65;1;7;11;7;11;11;11;7;99;99;99;1;98;99;1;1;2;1;5;8;0;5;10;10;10;10;10;2;2;1;1;1;1;1;1;2;1;2;6;7;10;4;5;10;5;10;5;8;0;0;2;2;2;2;1;2;5;8;5;0;12;0;0;7;1;4;1;2;3;2;4;,874827065593637;2
1403;721;2;1;3;999;2;64;5;7;11;8;8;8;8;7;99;99;99;5;1;8;1;2;2;1;9;7;0;3;10;11;10;8;5;2;2;2;3;3;1;1;1;1;1;14;6;7;2;3;10;10;8;3;8;8;0;0;2;1;1;1;1;1;7;12;12;12;12;12;5;6;3;2;2;3;3;5;4;,574370201074409;1
1404;728;2;2;3;20;2;74;5;6;4;6;5;4;3;8;8;98;99;9;8;99;1;2;1;1;7;3;0;0;5;4;5;3;3;1;2;1;1;1;3;1;1;1;3;1;3;10;10;4;10;10;10;3;8;5;0;0;2;1;1;1;1;1;5;12;12;12;12;12;6;0;3;3;5;3;3;5;4;,942953424357403;3
1405;727;2;2;3;54;1;48;1;9;9;8;8;7;7;6;2;99;99;2;99;99;1;1;2;2;10;5;7;5;5;5;4;4;4;1;1;3;3;3;3;1;1;4;1;4;7;6;2;5;3;1;6;5;7;8;0;0;2;2;2;2;1;1;5;5;5;4;12;12;3;6;2;3;5;4;1;2;4;,615105790521687;2
1406;714;2;2;3;13;1;44;1;7;9;8;8;7;5;5;1;7;16;99;99;99;2;2;2;1;7;8;4;6;8;8;10;5;7;1;1;2;2;2;2;1;1;2;3;2;6;7;4;1;3;10;6;8;8;6;2;0;2;1;2;2;1;1;7;12;6;4;12;12;4;6;3;3;4;2;2;2;4;1,43621861941823;2
1407;718;2;1;3;20;2;49;1;8;8;6;6;5;5;6;2;7;6;6;7;99;2;2;2;2;8;6;3;6;8;6;8;8;6;5;5;3;5;5;5;3;4;14;5;9;8;8;8;8;8;8;5;5;5;5;5;5;1;1;1;1;1;1;12;12;12;12;12;12;11;11;6;4;3;5;3;5;4;2,15073714321118;3
1408;726;2;1;3;29;2;77;5;8;8;7;7;5;5;8;2;1;19;99;99;99;1;2;1;1;4;0;0;0;9;5;9;8;9;2;4;2;2;2;4;1;1;1;2;1;7;5;10;2;10;10;9;3;2;0;0;0;2;1;1;1;1;2;8;12;12;12;12;6;0;5;3;2;4;2;3;5;4;,942953424357403;2
1409;715;2;1;3;44;2;75;5;7;11;7;11;5;11;7;1;2;99;6;8;99;2;2;1;1;6;0;0;0;10;11;10;7;8;2;3;3;3;2;2;1;1;13;5;15;7;6;2;3;1;4;6;4;6;6;0;0;2;1;1;1;1;1;11;12;12;12;12;12;0;11;1;3;4;2;3;2;4;,942953424357403;2
1410;44;2;2;3;44;1;35;1;8;9;5;5;5;3;9;5;1;16;6;1;99;2;2;1;2;9;3;7;3;4;6;10;2;2;2;3;1;2;1;1;1;1;6;2;1;2;4;7;1;10;10;4;0;4;0;8;2;2;2;2;2;2;2;5;2;7;6;4;4;6;5;3;3;3;5;3;2;4;,614802808962925;2
1411;714;2;2;3;85;2;49;1;10;10;0;0;0;0;5;13;20;99;99;99;99;1;1;2;3;5;5;4;0;10;10;10;10;10;4;4;4;2;4;4;2;1;1;1;2;7;5;10;4;10;10;5;5;0;0;0;0;2;2;2;2;2;2;0;5;5;5;5;5;5;5;3;2;2;2;3;2;4;,874827065593637;2
1412;728;2;2;3;15;2;79;5;6;6;6;6;7;7;6;99;99;99;99;99;99;2;2;4;4;11;11;11;11;5;5;11;11;11;5;5;5;4;4;4;2;2;13;5;14;3;10;10;8;8;8;0;0;4;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;9;5;1;4;6;3;5;4;3,29869175045675;2
1413;726;2;2;3;20;2;41;1;6;6;5;5;6;4;2;23;1;10;23;1;10;2;2;3;1;0;5;0;2;0;0;4;2;5;3;3;1;1;1;1;1;1;2;1;2;6;7;3;4;10;10;0;7;4;4;0;0;2;2;1;1;1;2;4;4;12;12;12;4;1;4;2;2;3;5;3;2;4;,936410239036902;3
1414;716;2;1;3;13;2;89;5;8;7;7;6;5;6;7;2;1;99;6;99;99;2;2;2;4;7;4;5;3;4;4;8;7;4;3;3;3;4;3;3;1;1;1;3;14;2;4;5;6;3;10;4;1;3;2;4;3;1;1;1;1;1;2;12;12;12;12;12;7;5;3;3;3;5;2;2;5;4;2,20578650558434;2
1415;721;2;1;3;999;2;62;1;8;9;5;6;5;6;7;6;2;1;99;99;99;1;1;3;1;3;5;5;5;9;5;9;5;11;3;4;1;1;1;1;2;2;8;2;8;10;10;10;10;10;10;6;6;6;7;7;5;2;1;1;1;1;1;6;12;12;12;12;12;5;6;1;2;1;3;3;2;4;,506117516704392;1
1416;715;2;1;3;84;2;52;1;7;7;8;7;5;4;7;99;99;99;28;4;2;2;2;1;1;8;0;0;0;8;8;7;8;8;1;2;2;1;1;1;1;1;13;5;3;7;6;10;3;5;1;7;7;8;8;0;0;2;2;1;1;1;1;8;7;12;12;12;12;4;6;3;2;3;4;3;2;4;,803148068758848;2
1417;720;2;1;3;78;1;67;5;7;7;7;7;5;5;7;1;4;99;6;7;1;2;2;1;1;7;5;3;3;8;11;9;9;9;2;3;2;2;2;3;1;1;12;5;15;6;7;10;1;2;3;7;6;5;5;3;1;2;2;2;2;1;1;6;5;5;4;12;12;5;8;2;2;1;4;3;2;4;,574370201074409;2
1418;714;2;2;3;90;1;65;5;4;4;5;6;6;6;2;2;7;8;99;99;99;2;2;2;1;6;6;0;0;10;10;10;10;10;2;2;2;2;1;3;1;1;1;1;1;8;8;8;8;8;8;10;0;4;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;11;10;1;2;3;3;3;2;4;,614802808962925;1
1419;727;2;2;3;13;1;43;1;5;11;7;11;5;11;5;7;99;99;6;99;99;2;1;1;1;5;10;0;9;8;11;8;10;8;4;4;4;5;5;5;3;4;14;5;9;3;6;1;7;2;5;6;7;5;11;6;7;1;1;1;1;1;1;12;12;12;12;12;12;5;0;6;1;5;4;3;7;2;3,29869175045675;2
1420;728;2;1;3;901;1;63;1;10;10;9;8;11;11;5;2;2;7;6;99;99;1;2;2;1;8;8;5;5;10;5;10;9;5;3;3;2;1;1;1;1;1;12;5;1;5;2;7;1;10;10;8;0;4;0;4;4;2;2;2;2;2;1;8;0;4;11;0;12;5;5;6;3;4;2;2;7;1;,942953424357403;1
1421;721;2;1;3;20;1;42;1;8;8;7;7;6;6;3;9;7;99;9;99;99;1;2;2;3;7;8;0;2;9;5;8;8;8;1;3;3;2;1;1;1;1;4;2;7;10;10;10;10;10;10;4;7;5;8;1;0;1;1;1;2;1;1;12;12;12;11;12;12;2;1;5;3;4;5;2;5;4;1,00865327155689;3
1422;722;2;1;3;13;1;62;2;4;4;5;5;1;1;5;2;2;99;99;99;99;2;2;3;2;5;0;0;0;7;10;10;8;10;4;4;4;3;2;1;1;1;13;5;1;6;7;2;1;5;3;7;0;7;5;0;0;2;1;1;1;1;1;7;12;12;12;12;12;5;0;3;3;4;2;3;2;4;,942953424357403;2
1423;718;2;1;3;45;1;61;1;7;7;5;5;4;3;5;2;6;99;31;4;99;2;2;1;1;10;7;2;4;7;7;7;7;7;3;3;3;3;2;2;1;1;13;5;1;7;6;10;9;9;9;8;5;4;6;2;0;2;2;2;2;1;1;7;6;4;2;12;12;2;10;1;2;4;3;3;2;4;,942953424357403;1
1424;707;2;1;3;82;1;80;5;7;5;6;6;7;7;8;2;1;8;8;99;99;2;2;1;1;8;8;3;7;7;7;10;8;5;2;2;3;2;2;2;1;6;13;5;15;7;10;10;1;3;2;6;5;8;6;1;0;2;1;1;1;1;1;6;12;12;12;12;12;5;6;3;3;5;1;3;5;4;1,2318278489646;2
1425;701;2;2;3;20;2;20;4;8;8;7;7;5;5;5;99;99;99;99;99;99;2;2;1;2;5;5;4;2;5;6;9;9;9;2;2;2;1;1;2;1;1;2;1;2;7;1;10;3;5;4;4;8;5;6;0;0;1;1;1;1;1;1;12;12;12;12;12;12;1;9;1;1;2;3;2;2;4;,874827065593637;3
1426;438;2;1;3;13;1;45;2;7;7;10;10;2;2;10;1;99;99;2;2;99;2;1;1;4;9;0;0;0;6;6;0;3;10;1;3;4;1;1;1;5;1;3;2;12;7;10;10;5;10;10;0;0;10;10;0;0;1;1;1;2;1;2;12;12;12;8;12;5;5;10;2;1;4;2;3;5;4;3,29869175045675;2
1427;696;2;1;3;15;2;58;2;7;7;7;7;6;6;7;1;2;99;6;6;8;2;2;4;4;6;6;2;0;9;9;10;10;10;2;3;2;2;3;4;1;1;12;5;1;2;6;10;1;10;10;5;3;5;3;0;3;2;2;1;1;1;1;6;11;12;12;12;12;4;8;2;3;3;3;2;2;4;,614802808962925;2
1428;706;2;2;3;82;2;57;1;6;6;5;5;5;5;6;2;99;99;2;6;99;2;2;1;1;7;7;7;5;7;7;8;8;7;2;2;4;2;2;3;1;2;1;2;1;4;2;5;3;10;10;7;0;5;0;5;0;2;1;2;2;2;2;6;12;5;6;7;4;5;7;3;3;4;2;3;2;4;,942953424357403;2
1429;695;2;1;3;13;2;64;6;7;5;6;5;3;1;1;31;1;2;2;99;99;2;2;1;2;4;0;0;0;10;10;10;10;10;2;3;3;2;2;2;1;1;2;1;2;6;7;10;10;10;10;5;10;5;2;0;0;2;1;2;1;1;1;6;12;5;12;12;12;2;4;3;3;4;3;3;2;4;1,43621861941823;2
1430;348;2;1;3;13;2;42;2;5;6;5;4;1;0;4;8;5;13;2;99;99;2;2;3;1;4;3;0;3;5;8;6;8;8;2;4;2;2;3;3;1;1;1;1;1;7;6;5;3;2;10;10;7;5;0;0;0;2;2;1;2;2;2;4;3;12;4;5;3;3;5;2;1;2;2;3;2;4;,574370201074409;2
1431;690;2;1;1;69;2;74;5;8;11;7;11;5;5;8;1;99;99;99;99;99;1;2;4;4;3;0;0;0;8;11;8;11;11;2;4;3;1;1;3;1;6;13;5;15;7;10;10;1;3;10;8;7;7;4;3;0;2;1;2;1;1;1;9;12;7;12;12;12;5;7;3;3;1;2;3;2;4;,574370201074409;2
1432;709;2;1;3;17;2;69;5;7;7;6;6;4;3;4;1;2;4;31;99;99;2;2;2;1;5;2;0;1;10;9;10;8;9;2;4;2;2;2;2;2;6;1;1;1;6;7;5;2;3;10;7;5;4;1;0;0;2;2;2;1;1;1;7;5;5;12;12;12;5;10;1;2;1;2;2;2;4;,574370201074409;2
1433;692;2;2;3;44;1;28;1;8;9;6;5;6;5;8;1;6;10;8;9;6;2;2;3;2;6;5;7;5;5;7;7;7;6;3;3;3;3;3;2;2;3;14;5;10;2;1;6;8;8;8;4;3;5;4;5;4;2;2;2;1;1;1;5;3;4;12;12;12;5;0;3;3;1;5;2;2;4;,506117516704392;2
1434;440;2;1;3;20;2;74;3;5;4;6;7;5;5;6;1;7;99;99;99;99;2;2;3;1;6;4;0;0;7;7;8;8;9;2;3;2;2;2;2;1;1;2;1;2;6;7;4;1;3;10;6;8;7;4;0;0;2;1;1;1;1;1;6;12;12;12;12;12;7;7;3;2;5;4;3;2;4;1,43621861941823;3
1435;701;2;2;3;1;2;37;2;4;8;6;7;5;5;0;2;99;99;2;8;99;1;1;1;1;6;0;0;0;7;9;9;9;9;2;2;2;2;2;2;1;1;1;2;1;7;6;10;3;4;10;10;5;10;1;0;0;2;2;2;1;1;1;7;6;5;12;12;12;4;5;3;3;3;4;3;2;4;,614802808962925;1
1436;690;2;1;3;44;2;84;5;7;6;8;8;6;6;5;1;99;99;31;99;99;1;2;2;1;6;2;2;1;6;5;8;9;9;2;3;2;4;2;2;1;1;3;1;3;8;8;8;8;8;8;10;4;5;3;0;0;2;2;2;2;1;2;9;5;5;0;12;0;5;9;1;2;1;5;1;3;4;,750328903870316;2
1437;709;2;2;3;20;1;50;1;10;10;7;8;7;8;10;6;2;13;23;2;28;2;2;2;1;8;7;5;5;9;9;10;10;10;2;2;3;1;1;1;1;1;13;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;2;2;2;1;1;8;8;8;8;12;12;5;9;6;3;2;5;4;2;4;,574370201074409;3
1438;695;2;2;3;44;2;72;5;5;5;7;7;5;5;5;1;2;4;14;2;8;2;2;1;1;5;3;0;0;6;7;8;10;10;2;3;2;2;2;1;1;1;3;2;3;6;7;2;5;10;10;7;7;7;6;2;0;2;2;2;1;1;1;7;7;7;12;12;12;5;6;3;3;4;2;2;5;4;1,2318278489646;2
1439;692;2;1;3;20;2;59;1;6;5;6;6;7;7;6;2;98;99;99;99;99;4;2;1;1;8;5;5;6;8;5;8;7;8;2;2;3;3;1;1;1;1;1;2;1;2;7;10;3;5;10;7;1;6;5;4;5;1;1;1;1;1;1;12;12;12;12;12;12;6;6;3;3;3;4;3;7;1;,614802808962925;3
1440;348;2;1;3;82;2;52;1;7;7;5;4;3;2;4;5;2;1;5;33;2;2;2;3;1;5;5;0;0;5;6;7;7;7;2;3;3;2;2;3;1;1;10;5;9;5;2;10;1;10;10;7;0;2;0;0;2;2;1;1;1;1;1;6;12;12;12;12;12;5;7;3;3;3;3;3;2;4;2,15073714321118;2
1441;707;2;1;3;78;2;70;3;6;5;5;5;4;4;4;1;8;99;31;99;99;1;1;1;4;5;3;3;4;5;3;6;8;8;3;3;4;3;3;3;1;7;14;5;15;7;10;10;10;10;10;11;11;11;11;11;11;1;1;1;1;1;1;12;12;12;12;12;12;11;11;5;1;5;2;2;5;4;,942953424357403;2
1442;690;2;1;3;20;2;82;5;10;10;10;11;9;11;0;11;99;99;9;99;99;1;2;1;1;11;0;0;0;10;11;9;8;6;4;4;4;4;5;5;1;4;14;5;15;6;10;10;1;10;10;11;0;8;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;11;4;5;4;5;2;2;5;4;1,2318278489646;3
1443;440;2;2;3;20;2;56;1;8;5;7;5;4;2;3;2;1;6;31;2;6;2;2;3;1;5;5;0;3;9;10;9;9;9;2;3;3;2;2;2;2;1;12;5;1;7;6;10;1;2;3;7;5;5;3;0;0;2;2;2;1;1;1;7;5;5;12;12;12;4;5;2;2;2;5;2;2;4;,574370201074409;3
1444;16;2;2;2;27;2;56;1;8;8;5;4;4;3;6;1;4;2;2;31;99;2;3;2;1;5;4;0;4;10;10;10;10;10;2;3;4;1;1;1;1;1;2;2;2;6;7;10;1;10;10;5;7;4;4;0;0;2;2;2;2;1;2;6;6;4;1;12;0;4;10;1;1;1;4;2;2;4;,874827065593637;2
1445;706;2;1;3;27;2;55;1;8;6;7;6;7;5;5;1;5;2;99;99;99;2;2;2;2;5;7;0;0;10;7;10;7;10;1;1;1;3;3;1;1;1;3;1;3;7;6;2;5;10;10;5;3;10;6;0;0;2;1;1;1;1;1;7;12;12;12;12;12;3;0;5;3;5;5;2;5;4;1,2318278489646;2
1446;406;2;2;3;82;2;69;5;8;8;7;7;5;5;6;2;1;17;1;2;17;2;2;4;4;5;11;4;6;6;6;8;7;7;2;3;1;1;1;1;1;1;2;1;2;7;6;10;4;10;10;5;10;5;5;0;0;2;2;2;2;1;2;8;10;6;4;12;0;0;10;1;1;3;2;3;5;4;,936410239036902;2
1447;693;2;1;3;13;1;59;1;8;8;7;7;8;8;4;2;1;99;99;99;99;2;2;2;2;6;4;6;4;8;8;8;6;5;2;2;3;3;3;3;1;1;3;2;3;7;2;10;1;10;10;6;2;9;6;2;2;2;1;2;1;1;1;6;12;8;12;12;12;5;4;3;3;5;2;3;2;4;1,2318278489646;2
1448;820;2;2;3;20;1;25;1;10;10;9;9;7;7;1;2;99;99;2;99;99;2;2;2;2;5;4;1;4;5;1;6;5;1;2;3;3;2;1;2;3;4;14;5;9;2;7;4;1;10;10;5;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;6;0;3;3;2;5;1;2;4;2,00929356111465;3
1449;17;2;1;3;20;2;75;5;8;7;6;5;4;5;3;1;18;28;22;99;99;2;2;2;2;5;6;4;2;9;5;9;8;8;2;3;2;4;3;2;3;2;1;1;9;7;2;10;3;10;10;6;0;6;4;4;0;2;2;2;2;1;1;4;5;4;4;12;12;5;3;3;3;4;4;1;2;4;3,29869175045675;3
1450;348;2;2;1;999;2;41;1;8;8;7;6;4;3;5;2;16;98;23;99;99;2;2;1;1;6;7;5;1;9;9;10;8;8;2;3;3;1;2;2;1;1;2;1;2;6;7;1;8;8;8;0;10;0;2;0;0;2;2;2;1;2;2;4;5;3;12;4;0;2;10;1;1;1;5;2;2;4;,874827065593637;1
1451;650;2;2;2;999;1;39;1;7;8;3;3;2;1;3;2;8;13;23;9;99;2;2;1;1;3;6;0;4;8;8;9;8;8;3;4;1;1;1;1;1;1;2;1;2;8;8;8;8;8;8;0;10;5;4;0;0;2;2;2;2;1;1;3;10;2;0;12;12;3;9;1;1;1;3;2;2;4;,874827065593637;1
1452;709;2;2;3;17;1;55;5;6;8;5;6;6;7;5;1;5;2;2;99;99;2;1;4;4;9;7;2;0;8;7;8;7;5;1;1;3;2;2;2;2;2;12;5;1;7;6;10;1;3;10;8;6;7;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;5;2;3;3;5;2;2;4;,614802808962925;2
